accused_person_id,case_id,accused_name,gender,age,occupation,is_arrested,is_history_sheeter,address
A008692,CR008692,Vidhi Mody,Female,39,Private Employee,True,False,"830, Contractor Chowk, Raichur-594552"
A008693,CR008693,Triveni Bava,Female,25,Labourer,False,False,"H.No. 317, Bail Road, Bhilai-576821"
A008694,CR008694,Timothy Oommen,Male,29,Private Employee,False,False,"65/912, Iyer Path, Bhagalpur 734719"
A008695,CR008695,Daksha Sarin,Female,67,Electrician,True,True,"H.No. 378, Wadhwa Marg, Dewas 447811"
A008696,CR008696,Aarav Parmer,Male,37,Farmer,True,False,"H.No. 44, Sane Chowk, Mango-928759"
A008697,CR008697,Charita Gola,Female,61,Government Employee,True,False,"294, Vora, Ramagundam-647261"
A008698,CR008698,Ekansh D’Alia,Male,46,Mechanic,False,False,"H.No. 72, Bir Path, Motihari-693153"
A008699,CR008699,Abha Mannan,Female,57,Driver,True,False,"52, Nadkarni, Mau-439007"
A008700,CR008700,Manan Jayaraman,Male,39,Private Employee,True,False,"74/062, Cherian, Bulandshahr 155359"
A008701,CR008701,Radhika Kari,Female,62,Student,False,False,"58/195, Sinha, Gandhidham 941269"
A008702,CR008702,Zehaan Basak,Male,54,Labourer,False,False,"H.No. 17, Merchant Zila, Visakhapatnam 835753"
A008703,CR008703,Dev Butala,Male,50,Self Employed,False,False,"H.No. 532, Balay Zila, Ballia-212878"
A008704,CR008704,Aarini Om,Female,37,Business,False,True,"38/00, Raman Ganj, Darbhanga 620462"
A008705,CR008705,Nandini Bhardwaj,Female,69,Electrician,True,False,"25/48, Behl Chowk, Nanded-260084"
A008706,CR008706,Tripti Dave,Female,58,Private Employee,False,False,"889, Dave Ganj, Kalyan-Dombivli-024392"
A008707,CR008707,Azaan Choudhry,Male,68,Electrician,True,False,"77/14, Sibal Road, Bhagalpur-271635"
A008708,CR008708,Abhimanyu Sathe,Male,19,Farmer,True,False,"21/582, Upadhyay Circle, Asansol 865049"
A008709,CR008709,Yagnesh Venkatesh,Male,57,Student,True,False,"H.No. 36, Arya Zila, Pudukkottai-996342"
A008710,CR008710,Nathan Sen,Male,58,Business,True,True,"726, Sarkar, Pallavaram-368536"
A008711,CR008711,Chaman Borde,Female,26,Business,False,False,"H.No. 270, Palla Chowk, Hosur-983543"
A008712,CR008712,Faris Sami,Male,24,Driver,True,False,"35/036, Kannan Circle, Loni-493287"
A008713,CR008713,Osha Dalal,Female,56,Private Employee,True,False,"51, Bahl Road, Khammam-549435"
A008714,CR008714,Xiti Seshadri,Female,56,Business,True,False,"132, Dara Ganj, Kanpur 711547"
A008715,CR008715,Nisha Sur,Female,30,Self Employed,True,True,"96/17, Rajan Path, Motihari 400360"
A008716,CR008716,Rachita Bose,Female,35,Business,True,False,"35/697, Mishra Ganj, Tinsukia-233712"
A008717,CR008717,Vivaan Loyal,Male,56,Labourer,True,False,"56/93, Contractor Ganj, Ghaziabad 938038"
A008718,CR008718,Jeet Deol,Male,50,Driver,True,False,"H.No. 590, Konda Road, Silchar 672191"
A008719,CR008719,Pranit Gandhi,Male,44,Self Employed,True,False,"10/35, Chaudhari Zila, Kulti 162544"
A008720,CR008720,Imaran Kata,Male,34,Electrician,False,False,"38/26, Bala Path, Guntakal 907960"
A008721,CR008721,Finn Guha,Male,28,Driver,False,False,"89/42, Sodhi, Nizamabad 831263"
A008722,CR008722,Sara Chandra,Female,30,Private Employee,True,True,"95, Palan Nagar, Kakinada 403936"
A008723,CR008723,Robert Date,Male,47,Mechanic,True,False,"16, Samra Chowk, Agra 489967"
A008724,CR008724,Saanvi Venkatesh,Female,42,Student,True,False,"H.No. 775, Contractor, Chandrapur 857891"
A008725,CR008725,Praneel Sankaran,Male,69,Mechanic,True,False,"81/265, Dar Street, Maheshtala 080245"
A008726,CR008726,Gauri Menon,Female,58,Driver,True,False,"H.No. 460, Kohli Path, Kollam-542389"
A008727,CR008727,Aadi Natarajan,Male,27,Driver,True,False,"H.No. 35, Prakash Road, Sagar-731901"
A008728,CR008728,Ishani Khosla,Female,35,Labourer,False,False,"H.No. 96, Ahuja Zila, Muzaffarpur-702956"
A008729,CR008729,Leela Trivedi,Female,32,Student,True,False,"603, Oza Path, Kalyan-Dombivli 351098"
A008730,CR008730,Brijesh Bhat,Male,68,Mechanic,True,False,"H.No. 340, Konda Marg, Satna 145915"
A008731,CR008731,Vedant Banerjee,Male,39,Student,False,False,"28, Narula Ganj, Phusro 756340"
A008732,CR008732,Onveer Gandhi,Male,19,Farmer,False,True,"18, Gaba, Bhilai-684398"
A008733,CR008733,Urvi Sibal,Female,23,Government Employee,True,False,"H.No. 093, Bir Zila, Begusarai 178078"
A008734,CR008734,Girish Krishna,Male,28,Mechanic,True,False,"H.No. 79, Sen, Thane-447651"
A008735,CR008735,Urmi Sengupta,Female,54,Government Employee,True,False,"050, Kaur, Tenali 096281"
A008736,CR008736,Daksh Sankar,Male,70,Electrician,True,False,"82/191, Chahal Marg, Thrissur 260281"
A008737,CR008737,Anvi Ranganathan,Female,45,Electrician,False,False,"63/176, Setty Ganj, Ulhasnagar-974864"
A008738,CR008738,Eesha Kurian,Female,50,Labourer,True,False,"413, Narayanan Road, Arrah-470437"
A008739,CR008739,Yatin Pathak,Male,38,Farmer,True,False,"35, Rajan Nagar, Tiruvottiyur 280117"
A008740,CR008740,Ekaraj Sibal,Male,33,Mechanic,True,True,"524, Choudhry Ganj, Ranchi-864121"
A008741,CR008741,Jeevika Manda,Female,32,Student,False,False,"969, Chowdhury Circle, Karnal 314830"
A008742,CR008742,Omya Devi,Female,32,Farmer,False,False,"27/799, Shanker, New Delhi-713545"
A008743,CR008743,Hemal Hegde,Female,48,Driver,True,True,"35, Rajan Street, Tezpur-172940"
A008744,CR008744,Frederick Dayal,Male,18,Self Employed,True,False,"302, Sura Marg, Durgapur 577709"
A008745,CR008745,Kai Bath,Male,51,Mechanic,True,False,"62, Bala, Alwar-298727"
A008746,CR008746,Omya Dani,Female,61,Farmer,True,False,"206, Pal Street, Aurangabad-832930"
A008747,CR008747,Chameli Chand,Female,22,Private Employee,False,False,"H.No. 405, Ganesh Ganj, Hajipur 353275"
A008748,CR008748,Lakshit Kadakia,Male,59,Business,True,False,"09/962, Sandal Marg, Kakinada-870799"
A008749,CR008749,Yashica Gour,Female,56,Self Employed,True,False,"15, Chakraborty Marg, Surat 597234"
A008750,CR008750,Radha Hegde,Female,29,Electrician,True,False,"68, Chaudhuri Nagar, Kamarhati 218212"
A008751,CR008751,Omya Sundaram,Female,36,Farmer,False,False,"232, Khatri Path, Ongole-981839"
A008752,CR008752,Vincent Wason,Male,59,Electrician,False,False,"47, Saini Street, Faridabad-551001"
A008753,CR008753,Abhimanyu Krishnamurthy,Male,57,Labourer,True,False,"16/623, Bora Street, Salem 398450"
A008754,CR008754,Kritika Bhatia,Female,42,Driver,True,False,"H.No. 085, Dash Circle, Proddatur 501274"
A008755,CR008755,Ayush Kade,Male,24,Driver,True,False,"H.No. 609, Babu Ganj, Mira-Bhayandar 549915"
A008756,CR008756,Hritik Nayak,Male,45,Electrician,True,False,"H.No. 66, Narasimhan Chowk, Udaipur 740374"
A008757,CR008757,Rohan Krishnan,Male,62,Private Employee,True,False,"H.No. 500, Baria Circle, Berhampore-686135"
A008758,CR008758,Anay Datta,Male,29,Mechanic,True,False,"H.No. 596, Mandal Ganj, Gurgaon 415339"
A008759,CR008759,Vasatika Iyer,Female,68,Labourer,True,False,"H.No. 017, Dave Street, Mathura 630782"
A008760,CR008760,Jyoti Acharya,Female,30,Self Employed,True,False,"H.No. 27, Aggarwal Zila, Mira-Bhayandar-381077"
A008761,CR008761,Damini Kumar,Female,57,Electrician,True,False,"00/436, Bedi Marg, Mahbubnagar-411021"
A008762,CR008762,Krishna Kulkarni,Male,34,Self Employed,True,True,"H.No. 634, Talwar Ganj, Howrah 412733"
A008763,CR008763,Ishwar Bajaj,Male,67,Driver,True,False,"H.No. 81, Iyer Chowk, Jalandhar 338925"
A008764,CR008764,Ishaan Mohanty,Male,28,Business,True,False,"62, Sengupta Nagar, Kottayam 705948"
A008765,CR008765,Tanveer Krish,Male,29,Farmer,True,False,"889, Taneja Ganj, Rampur 870678"
A008766,CR008766,Nikita Patla,Female,28,Mechanic,True,False,"07/52, Talwar Path, Ahmednagar-834233"
A008767,CR008767,Jason Seth,Male,31,Labourer,True,False,"H.No. 51, Saraf Road, Bhusawal 069803"
A008768,CR008768,Hardik Gera,Male,24,Electrician,True,True,"H.No. 147, Padmanabhan Chowk, Katni-619599"
A008769,CR008769,Yasti Bhandari,Female,21,Farmer,True,False,"59/80, Chacko Road, Tumkur-439436"
A008770,CR008770,Advay Tandon,Male,58,Labourer,True,False,"H.No. 708, Misra Street, Bhusawal 277886"
A008771,CR008771,Ekavir Manda,Male,69,Self Employed,True,False,"H.No. 862, Mutti Nagar, Asansol 432349"
A008772,CR008772,Abeer Naidu,Male,23,Student,False,False,"90/608, Wagle Zila, Ahmedabad-435002"
A008773,CR008773,Matthew Soman,Male,35,Self Employed,False,False,"29/29, Morar Ganj, Rajpur Sonarpur-161305"
A008774,CR008774,Yashica Ganesh,Female,35,Mechanic,True,False,"805, Chahal Zila, Gandhidham 540456"
A008775,CR008775,Qushi Mammen,Female,36,Labourer,True,False,"H.No. 452, Kapur Chowk, Surat-469778"
A008776,CR008776,Wahab Hora,Male,61,Mechanic,True,False,"872, Mander Zila, Bikaner-221700"
A008777,CR008777,Manbir Shukla,Male,35,Electrician,True,False,"H.No. 88, Mukherjee Circle, Kamarhati 493265"
A008778,CR008778,Chatura Devi,Male,34,Student,True,False,"60/757, Prashad Road, Agra-576966"
A008779,CR008779,Januja Kala,Female,19,Driver,True,False,"94, Kara Chowk, Karawal Nagar-729000"
A008780,CR008780,Advay Thakur,Male,62,Driver,True,False,"H.No. 28, Sani Chowk, Warangal-183386"
A008781,CR008781,Urishilla Som,Female,61,Electrician,True,False,"80, Dyal Ganj, Surendranagar Dudhrej 638445"
A008782,CR008782,Chakradev Raghavan,Male,68,Labourer,True,False,"086, Wable, Thiruvananthapuram-735883"
A008783,CR008783,Ayushman Varma,Male,21,Government Employee,True,True,"H.No. 09, Nayar Zila, Indore-394888"
A008784,CR008784,Yauvani Shere,Female,37,Business,True,False,"H.No. 85, Sandal Zila, Bhalswa Jahangir Pur-532561"
A008785,CR008785,Ayaan Padmanabhan,Male,51,Private Employee,True,False,"H.No. 223, Pau Road, Gudivada 559445"
A008786,CR008786,Jatin Kohli,Male,34,Self Employed,True,True,"H.No. 02, Kalla Circle, Chittoor 340688"
A008787,CR008787,Kamala Loyal,Female,19,Farmer,True,False,"71/745, Anand Road, Panihati-333961"
A008788,CR008788,Anita Sankar,Female,61,Government Employee,True,False,"H.No. 830, Char Path, Maheshtala 386900"
A008789,CR008789,Arjun Srivastava,Male,48,Business,True,False,"41, Dubey, Tenali 530687"
A008790,CR008790,Ekbal Cherian,Male,66,Farmer,True,False,"H.No. 814, Jaggi Chowk, Orai 143594"
A008791,CR008791,Tanveer Madan,Male,56,Mechanic,True,False,"637, Purohit Road, Agartala-619227"
A008792,CR008792,Harsh Sridhar,Male,56,Electrician,True,False,"08/371, Konda Circle, Pondicherry-255332"
A008793,CR008793,Nidra Mitra,Female,39,Mechanic,True,False,"456, Sur Road, Kishanganj-264113"
A008794,CR008794,Utkarsh Srinivasan,Male,23,Mechanic,True,False,"338, Naidu Circle, Karimnagar 281383"
A008795,CR008795,Omaja Dhar,Female,30,Mechanic,True,True,"05/106, Bava Circle, Dibrugarh-490391"
A008796,CR008796,Watika Ganesan,Female,41,Government Employee,True,False,"906, Sen Road, Korba 072502"
A008797,CR008797,Henry Sani,Male,28,Self Employed,True,False,"88/394, Parikh Street, Faridabad 508771"
A008798,CR008798,Nisha Bansal,Female,31,Private Employee,False,False,"62, Chad Path, Nandyal 954288"
A008799,CR008799,Parth Mani,Male,48,Mechanic,False,False,"59, Krishna Street, Siwan-019199"
A008800,CR008800,Ikbal Keer,Male,52,Labourer,False,False,"869, Hans Path, Shimoga-544803"
A008801,CR008801,Manbir Manne,Male,63,Private Employee,True,False,"80/99, Narayan Street, Sikar-553205"
A008802,CR008802,Ubika Sami,Female,31,Driver,True,False,"356, Mitter Zila, Korba 872575"
A008803,CR008803,Chaitaly Magar,Female,24,Driver,False,False,"41/15, Nagar Nagar, Howrah 645155"
A008804,CR008804,Shravya Karpe,Female,35,Farmer,True,False,"H.No. 136, Bera Path, Hosur 211864"
A008805,CR008805,Girik Sridhar,Male,69,Self Employed,True,False,"H.No. 260, Gera Street, Gorakhpur-769331"
A008806,CR008806,Sanaya Sampath,Female,18,Driver,True,False,"083, Shroff Path, Khammam 355539"
A008807,CR008807,Daksh Kunda,Male,61,Driver,True,False,"37/94, Luthra Marg, Rajahmundry 396689"
A008808,CR008808,Frado Anne,Male,19,Driver,True,False,"H.No. 225, Narasimhan Ganj, Anantapur-968879"
A008809,CR008809,Madhav Panchal,Male,18,Business,True,False,"H.No. 82, Gara Ganj, Katihar-532784"
A008810,CR008810,Teerth Ravel,Male,67,Student,False,False,"42/532, Mahal Street, Tiruppur-527648"
A008811,CR008811,Robert Bains,Male,20,Private Employee,False,True,"41/92, Bera Path, Ramgarh-945003"
A008812,CR008812,Yash Lata,Male,23,Government Employee,True,False,"53, Sangha Chowk, Giridih 994861"
A008813,CR008813,Niharika Jha,Female,32,Electrician,True,False,"90/47, Nair Nagar, Gandhinagar-729945"
A008814,CR008814,Mekhala Bedi,Female,51,Electrician,True,False,"61, Malhotra Circle, Suryapet 112460"
A008815,CR008815,Nachiket Hora,Male,53,Mechanic,True,False,"H.No. 64, Shankar Road, Khammam 606505"
A008816,CR008816,Neelima Minhas,Female,19,Government Employee,False,False,"67/36, Murthy Zila, Amritsar 467817"
A008817,CR008817,Aadhya Mangal,Female,70,Farmer,True,False,"325, Palla Ganj, Haldia-149376"
A008818,CR008818,Chanchal Datta,Female,22,Student,False,False,"08/994, Sagar Zila, Bhilwara-629560"
A008819,CR008819,Gaurangi Prabhu,Female,46,Electrician,True,False,"44/87, Panchal Ganj, Shimla-932136"
A008820,CR008820,Ati Ram,Female,37,Electrician,True,False,"424, Sahni Street, Gulbarga-726529"
A008821,CR008821,Jack Toor,Male,58,Student,True,False,"180, Manne Road, Agartala-367002"
A008822,CR008822,Lucky Karnik,Male,37,Government Employee,False,False,"98/024, Vohra Nagar, Adoni 207596"
A008823,CR008823,Ubika Vasa,Female,31,Driver,True,False,"78/93, Mannan Nagar, Haldia-467375"
A008824,CR008824,Nakul Sarna,Male,22,Business,True,False,"H.No. 55, Chandran, Shimoga-469542"
A008825,CR008825,Aarav Bala,Male,34,Driver,True,False,"57/306, Savant Street, Buxar-818320"
A008826,CR008826,Fariq Bahri,Male,49,Government Employee,True,False,"H.No. 60, Master Road, Amritsar 926079"
A008827,CR008827,Chandresh Borah,Male,63,Self Employed,True,True,"60/660, Keer Street, Morbi 939540"
A008828,CR008828,Azad Nigam,Male,67,Labourer,False,False,"22, More Street, Berhampur-352933"
A008829,CR008829,Ikshita Ramaswamy,Female,30,Self Employed,True,False,"H.No. 43, Bajaj Street, Danapur 065422"
A008830,CR008830,Om Singh,Male,52,Labourer,True,False,"593, Kibe Zila, Phusro 114921"
A008831,CR008831,Urvi Oommen,Female,58,Private Employee,True,False,"H.No. 368, Chandran Road, Indore-311223"
A008832,CR008832,Max Singhal,Male,61,Business,True,False,"90/03, Om Path, Pali 087671"
A008833,CR008833,Bishakha Mitter,Female,62,Student,True,True,"43, Murty Nagar, Ichalkaranji-175702"
A008834,CR008834,Chameli Boase,Female,62,Mechanic,True,False,"57/993, Agrawal Marg, Jalgaon-593205"
A008835,CR008835,Jyoti Chakraborty,Female,55,Government Employee,True,False,"64/40, Garg, Durgapur 476596"
A008836,CR008836,Nimrat Sandal,Female,58,Farmer,True,False,"627, Narain Chowk, Jamshedpur 359547"
A008837,CR008837,Charles Sinha,Male,39,Business,True,False,"639, Choudhury Zila, Katihar 628797"
A008838,CR008838,Jalsa Babu,Female,36,Electrician,True,False,"H.No. 807, Murthy Circle, Katni 132773"
A008839,CR008839,Upadhriti Nair,Female,58,Driver,True,False,"H.No. 74, Grover, Bhusawal 229751"
A008840,CR008840,Raksha Viswanathan,Female,26,Government Employee,True,False,"H.No. 760, Dyal Zila, Gudivada 325552"
A008841,CR008841,Mohammed Singhal,Male,40,Electrician,True,False,"488, Kuruvilla Nagar, Kolkata-546312"
A008842,CR008842,Girindra Padmanabhan,Male,51,Government Employee,True,False,"H.No. 153, Chopra Ganj, Karnal 872984"
A008843,CR008843,Nilima Gola,Female,23,Student,True,False,"50, Dar, Jamalpur 042522"
A008844,CR008844,Lipika Narang,Female,66,Labourer,True,False,"266, Suresh Circle, Kishanganj 113857"
A008845,CR008845,Rushil Parsa,Male,24,Business,True,False,"34/820, Wagle Zila, Satara-185243"
A008846,CR008846,Darsh Kurian,Male,33,Student,True,True,"H.No. 452, Badami Chowk, Korba-384238"
A008847,CR008847,Omkaar Sengupta,Male,70,Farmer,True,False,"H.No. 83, Kohli Zila, Alwar 552688"
A008848,CR008848,Quincy Chokshi,Male,28,Labourer,True,False,"665, Halder Zila, Dhanbad 916967"
A008849,CR008849,Irya Sabharwal,Female,42,Government Employee,False,True,"H.No. 167, Dugar Road, Farrukhabad 098440"
A008850,CR008850,Hredhaan Amble,Male,20,Government Employee,True,False,"30, Raghavan Circle, Panchkula-180499"
A008851,CR008851,Gayathri Patla,Female,63,Farmer,True,True,"65, Garde Chowk, Amaravati-037901"
A008852,CR008852,Leena Khosla,Female,19,Farmer,True,False,"23/21, Sridhar Path, Korba-303679"
A008853,CR008853,Omya Karan,Female,67,Electrician,True,False,"87/18, Karpe Nagar, Nadiad-122834"
A008854,CR008854,Anjali Bhandari,Female,38,Driver,True,False,"H.No. 92, Murty Marg, Ambarnath 566533"
A008855,CR008855,Arya Narain,Female,69,Government Employee,True,False,"H.No. 020, Pillai, Bhind 703134"
A008856,CR008856,Joshua Borde,Male,51,Farmer,False,False,"H.No. 31, Nigam Marg, Bijapur 907966"
A008857,CR008857,Devansh Dhar,Male,28,Mechanic,True,False,"H.No. 15, Dar Path, Gorakhpur 581134"
A008858,CR008858,Vinaya Chandra,Female,26,Mechanic,True,False,"H.No. 76, Kalla Circle, Satara-706162"
A008859,CR008859,Abha Varma,Female,68,Labourer,False,False,"07, Chahal Chowk, Warangal 372773"
A008860,CR008860,Thomas Balay,Male,36,Mechanic,True,False,"676, Goyal Path, Shivpuri 312539"
A008861,CR008861,Dakshesh Kala,Male,55,Government Employee,True,False,"H.No. 155, Kulkarni Nagar, Phusro 197139"
A008862,CR008862,Falan Bir,Male,62,Business,False,True,"H.No. 24, Deol Chowk, Karaikudi 311138"
A008863,CR008863,Ubika Goyal,Female,47,Mechanic,True,False,"99/110, Narasimhan Marg, Bhavnagar 803609"
A008864,CR008864,Sara Shukla,Female,29,Driver,True,False,"02, Wadhwa Marg, Mango 036653"
A008865,CR008865,Omya Saini,Female,37,Business,False,True,"07/68, Sethi Circle, Satara-387668"
A008866,CR008866,Aarush Sethi,Male,57,Electrician,True,False,"37/78, Batra Chowk, Tezpur-844716"
A008867,CR008867,Ekaraj Kara,Male,31,Student,True,False,"34/28, Solanki Street, Thane 993438"
A008868,CR008868,Zaid Hegde,Male,66,Private Employee,False,False,"08/994, Setty Ganj, Rajahmundry-081255"
A008869,CR008869,Chanchal Gara,Female,48,Farmer,False,False,"63/66, Thakur Nagar, Suryapet 838889"
A008870,CR008870,Faras Chana,Male,68,Self Employed,True,False,"54/644, Gulati Street, Jodhpur-066474"
A008871,CR008871,Brijesh Madan,Male,64,Mechanic,True,False,"70/21, Dugar Nagar, Noida-678340"
A008872,CR008872,Pushti Srinivas,Female,21,Student,True,True,"636, Venkatesh Path, Lucknow 797478"
A008873,CR008873,Lila Taneja,Female,37,Electrician,True,False,"11/250, Lala Zila, Ramagundam 069381"
A008874,CR008874,Qushi Banerjee,Female,49,Mechanic,True,False,"H.No. 356, Nori Street, Deoghar 550537"
A008875,CR008875,Pranav Saraf,Male,31,Electrician,False,False,"15/83, Kale Chowk, Hospet 074088"
A008876,CR008876,Riya Nadig,Female,44,Mechanic,False,False,"H.No. 673, Vohra Chowk, Barasat 340993"
A008877,CR008877,Praneel Bakshi,Male,28,Self Employed,True,False,"H.No. 91, Batta Chowk, Thoothukudi 576087"
A008878,CR008878,Megha Bhasin,Female,33,Labourer,False,False,"298, D’Alia Zila, Bangalore 505906"
A008879,CR008879,Samar Bakshi,Male,45,Labourer,True,False,"H.No. 605, Naik Circle, Delhi-174497"
A008880,CR008880,Vrishti Gour,Female,21,Self Employed,False,False,"32/801, Mammen Marg, Jalgaon-893135"
A008881,CR008881,Gunbir Rajagopalan,Male,54,Private Employee,True,False,"76/94, Banerjee Nagar, Bikaner 167128"
A008882,CR008882,Yash Kuruvilla,Male,41,Government Employee,True,False,"H.No. 76, Singh Chowk, Guntur 007484"
A008883,CR008883,Chaitanya Pau,Male,38,Self Employed,True,False,"047, Babu Marg, Mahbubnagar-896881"
A008884,CR008884,Charles Soni,Male,44,Self Employed,True,False,"01/66, Datta Nagar, Kamarhati-715720"
A008885,CR008885,Daksha Bawa,Female,22,Business,True,False,"H.No. 52, Chowdhury Path, Srinagar-016198"
A008886,CR008886,Rehaan Mitra,Male,38,Business,False,False,"77, Gera Circle, Tadipatri 685193"
A008887,CR008887,Ekansh Prashad,Male,38,Farmer,False,False,"H.No. 217, Dugar Nagar, Uluberia-733372"
A008888,CR008888,Janaki Anand,Female,21,Labourer,False,False,"H.No. 454, Om Marg, Barasat 997366"
A008889,CR008889,Udant Dar,Male,56,Electrician,True,False,"30, Bhatt Nagar, Shivpuri-065561"
A008890,CR008890,Pavani Tella,Female,58,Private Employee,True,True,"71/776, Chana Road, Thiruvananthapuram-931474"
A008891,CR008891,Tanmayi Mittal,Female,24,Mechanic,True,False,"22/057, Kant, Pallavaram 765015"
A008892,CR008892,Ronith Bhandari,Male,70,Mechanic,False,False,"343, Shroff Street, Karimnagar 292645"
A008893,CR008893,Vincent Ramanathan,Male,54,Driver,False,False,"56/296, Bumb Nagar, Ghaziabad-334406"
A008894,CR008894,Hardik Acharya,Male,40,Government Employee,True,False,"46, Golla, Thanjavur-470154"
A008895,CR008895,Fiyaz Edwin,Male,25,Electrician,True,False,"27/97, Rao Zila, Tezpur-844758"
A008896,CR008896,Zansi Bains,Female,44,Student,True,False,"H.No. 432, Sodhi Marg, Meerut 400439"
A008897,CR008897,Jagrati Oommen,Female,33,Government Employee,True,False,"H.No. 24, Setty Ganj, Bardhaman 003650"
A008898,CR008898,Indrajit Sood,Male,18,Private Employee,False,False,"H.No. 33, Sodhi Circle, Kumbakonam-259705"
A008899,CR008899,Warjas Dayal,Male,64,Electrician,False,True,"H.No. 15, Goel Ganj, Rohtak-430833"
A008900,CR008900,Keya Mitra,Female,45,Self Employed,True,False,"H.No. 198, Bora Marg, Akola 884086"
A008901,CR008901,Zayan Balan,Male,45,Labourer,True,False,"H.No. 418, Lata Street, Vellore 038898"
A008902,CR008902,Upadhriti Din,Female,37,Private Employee,True,False,"H.No. 10, Patla Chowk, Karaikudi-855882"
A008903,CR008903,Guneet Dube,Male,26,Private Employee,True,False,"324, Basu Ganj, Sambalpur-369364"
A008904,CR008904,Indira Nagy,Female,37,Labourer,True,True,"937, Badal Road, Guntakal-831694"
A008905,CR008905,Xavier Yogi,Male,23,Farmer,True,False,"H.No. 968, Lad Circle, Bareilly-988501"
A008906,CR008906,Tristan Seshadri,Male,58,Electrician,True,False,"92/676, Sachdeva Street, Gulbarga-208076"
A008907,CR008907,Yoshita Madan,Female,51,Mechanic,True,False,"H.No. 748, Tailor Nagar, Kolkata 249581"
A008908,CR008908,Nathan Wali,Male,63,Farmer,False,True,"533, Verma Circle, Kishanganj-971823"
A008909,CR008909,Aarini Bedi,Female,63,Self Employed,True,False,"H.No. 363, Mittal Marg, Madanapalle 802768"
A008910,CR008910,Chakradhar Saha,Male,48,Student,True,False,"H.No. 054, Bhardwaj Nagar, Kollam-221521"
A008911,CR008911,Eesha Nadkarni,Female,55,Farmer,True,False,"42/957, Das Road, Ambarnath-148026"
A008912,CR008912,Chatresh Buch,Male,64,Farmer,True,False,"71/99, Dalal Marg, Kumbakonam-842279"
A008913,CR008913,Darsh Sur,Male,52,Private Employee,True,False,"002, Pingle Path, Dehri 498389"
A008914,CR008914,Frado Deshmukh,Male,42,Electrician,True,False,"H.No. 61, Mannan Path, Guntakal-646214"
A008915,CR008915,Rajata Srinivasan,Female,69,Labourer,True,False,"06, Warrior Circle, Suryapet 846930"
A008916,CR008916,Bhavini Kaul,Female,53,Electrician,True,False,"H.No. 590, Khatri Ganj, Alappuzha-244688"
A008917,CR008917,Damini Hayer,Female,36,Mechanic,True,False,"305, Rattan Nagar, Nandyal-241542"
A008918,CR008918,Dalbir Ratta,Male,35,Business,True,False,"35, Vora Chowk, Hubli–Dharwad-025384"
A008919,CR008919,Urvi Kapur,Female,52,Private Employee,True,False,"H.No. 621, Kale Marg, Ranchi-855596"
A008920,CR008920,Chasmum Shroff,Female,32,Self Employed,True,False,"80, Narasimhan Road, Lucknow 225355"
A008921,CR008921,Ikbal Atwal,Male,54,Student,True,False,"400, Suresh Chowk, Avadi-907147"
A008922,CR008922,Ladli Sanghvi,Female,24,Mechanic,True,False,"H.No. 915, Wason Path, Nellore 938996"
A008923,CR008923,Kamala Ravel,Female,48,Labourer,True,False,"H.No. 325, Rana Marg, Bhatpara 758678"
A008924,CR008924,Brinda Varma,Female,38,Self Employed,True,False,"66/57, Das Marg, Pallavaram-287571"
A008925,CR008925,Dayita More,Female,43,Private Employee,True,False,"38, Karan Zila, Kamarhati 491361"
A008926,CR008926,Falguni Dixit,Female,62,Self Employed,True,True,"55/944, Dasgupta Nagar, Dindigul 949054"
A008927,CR008927,Mitali Mahajan,Female,68,Electrician,True,False,"31, Gaba Ganj, Bhiwani 646816"
A008928,CR008928,Bahadurjit Arora,Male,18,Business,False,False,"90/017, Kapur Nagar, Tadipatri 202889"
A008929,CR008929,Vihaan Natt,Male,40,Business,True,False,"497, Om Road, Rourkela 717441"
A008930,CR008930,Yashvi Vasa,Female,57,Business,False,False,"H.No. 39, Saha Zila, Kanpur 629205"
A008931,CR008931,Amara Comar,Female,41,Business,True,False,"H.No. 90, Das Road, Silchar-743955"
A008932,CR008932,Dipta Bala,Female,70,Labourer,True,False,"H.No. 72, Keer Path, Chandrapur 470960"
A008933,CR008933,Henry Saha,Male,68,Electrician,True,False,"75/417, Bedi Road, Bokaro-866608"
A008934,CR008934,Dalbir Tank,Male,29,Driver,True,False,"65, Oak Road, Kozhikode-063086"
A008935,CR008935,Wazir Banerjee,Male,36,Private Employee,True,True,"465, Mann Circle, Burhanpur-120402"
A008936,CR008936,Ridhi Sharma,Female,24,Government Employee,True,False,"H.No. 08, Wali Chowk, Cuttack 491249"
A008937,CR008937,Guneet Ganguly,Male,21,Electrician,False,False,"H.No. 41, Tata Path, Arrah-480114"
A008938,CR008938,Sarthak Wali,Male,23,Electrician,True,False,"H.No. 09, Kala Street, Mysore-524446"
A008939,CR008939,Isaiah Lala,Male,39,Government Employee,False,False,"H.No. 18, Banerjee Zila, Nagpur-397080"
A008940,CR008940,Daksha Sundaram,Female,29,Mechanic,False,False,"412, Kant Circle, Adoni-407396"
A008941,CR008941,Abhiram Din,Male,57,Farmer,False,False,"89, Baria Marg, Tenali-894245"
A008942,CR008942,Harini Kurian,Female,37,Business,True,False,"H.No. 28, Ram Street, Ichalkaranji-258867"
A008943,CR008943,Lekha Palla,Female,25,Mechanic,True,False,"52, Magar Chowk, Bardhaman 115592"
