victim_id,case_id,victim_name,gender,age,occupation,injury_type,relationship_to_accused,address
VICT009231,CR007362,Amol Zachariah,Other,60,Business,Serious,Family,"79/22, Chaudhary Marg, Hindupur-456030"
VICT009232,CR007363,Warda Chaudhry,Other,75,Unemployed,Minor,Stranger,"H.No. 024, Sur Path, Aligarh 310582"
VICT009233,CR007364,Joshua Kalita,Male,37,Self Employed,Serious,Colleague,"84/80, Zacharia Nagar, Bahraich-283995"
VICT009234,CR007365,Teerth Jaggi,Male,65,Unemployed,None,Family,"H.No. 290, Parsa Zila, Madanapalle 522537"
VICT009235,CR007366,Dhriti Shah,Other,13,Self Employed,Minor,Friend,"97, Nadig Zila, Barasat 483020"
VICT009236,CR007367,Abhiram Natt,Male,7,Farmer,Minor,Family,"58, Gandhi, Gandhidham-324881"
VICT009237,CR007368,Amaira Grover,Other,65,Student,None,Family,"833, Krishnamurthy Circle, Mysore 708581"
VICT009238,CR007369,Nathaniel Mody,Male,9,Labourer,Minor,Friend,"H.No. 531, Buch, Bathinda 305887"
VICT009239,CR007370,Kritika Roy,Female,88,Self Employed,Minor,Unknown,"101, Gera Marg, Jaunpur-067507"
VICT009240,CR007371,Jack Baria,Male,29,Unemployed,Serious,Unknown,"67, Chanda Ganj, Khora  732493"
VICT009241,CR007372,Geetika Shukla,Other,78,Housewife,Minor,Neighbour,"H.No. 220, Chaudhary Nagar, Hajipur-189703"
VICT009242,CR007373,Maanav Chadha,Male,46,Labourer,Minor,Neighbour,"46, Chauhan Marg, Thiruvananthapuram 322826"
VICT009243,CR007374,Falguni Apte,Female,63,Private Employee,Serious,Family,"78/42, Pau Ganj, Unnao-438663"
VICT009244,CR007375,Eesha Doshi,Other,26,Housewife,Serious,Stranger,"H.No. 985, D’Alia Zila, Alappuzha 363394"
VICT009245,CR007375,Aradhana Patla,Female,25,Farmer,Minor,Colleague,"27/820, Ghose Street, Jhansi 179879"
VICT009246,CR007376,Qushi D’Alia,Female,23,Housewife,Minor,Family,"H.No. 44, Subramanian Path, Tadepalligudem-419660"
VICT009247,CR007377,Nidhi Sharma,Female,33,Driver,Serious,Colleague,"09/30, Agarwal Ganj, Kozhikode-387465"
VICT009248,CR007377,Irya Nigam,Other,72,Business,Minor,Colleague,"382, Divan Chowk, Gudivada 462978"
VICT009249,CR007377,Victor Bajaj,Male,39,Private Employee,Minor,Colleague,"75/871, Peri Chowk, Jalgaon-006595"
VICT009250,CR007378,Daksha Sehgal,Female,71,Government Employee,None,Family,"H.No. 82, Saraf Path, Aligarh-114960"
VICT009251,CR007379,Xiti Wason,Female,2,Private Employee,Minor,Friend,"214, Hayer Ganj, Raichur 606218"
VICT009252,CR007380,Kala Chaudry,Other,67,Driver,Minor,Unknown,"91/583, Bhalla Path, Gandhinagar-440251"
VICT009253,CR007381,Faraj Parmar,Male,8,Farmer,Minor,Colleague,"576, Seshadri Road, Guwahati-471910"
VICT009254,CR007381,Dalbir Suresh,Male,36,Business,Minor,Neighbour,"28, Bhatti Circle, Ballia 354688"
VICT009255,CR007381,Warda Ratta,Female,15,Government Employee,None,Unknown,"H.No. 013, Buch Zila, Eluru-410212"
VICT009256,CR007382,Patrick Ram,Male,33,Labourer,Minor,Friend,"H.No. 097, Sachar, Karaikudi-236711"
VICT009257,CR007382,Abhiram Murty,Male,39,Retired,Serious,Family,"H.No. 939, Char, Panipat-788370"
VICT009258,CR007383,Vyanjana Bedi,Female,9,Private Employee,Minor,Family,"18, Nadig Circle, Jalandhar-153599"
VICT009259,CR007384,Anirudh Sur,Male,51,Government Employee,None,Colleague,"08, Bail, Mumbai-644348"
VICT009260,CR007385,Dominic Bora,Other,41,Driver,Minor,Friend,"H.No. 66, Grover Nagar, Ahmednagar-878001"
VICT009261,CR007385,Indali Dugal,Female,44,Driver,Minor,Family,"95/138, Rao Marg, Mango 335325"
VICT009262,CR007386,Imaran Pau,Other,50,Business,Minor,Neighbour,"03, Sankar Road, Pallavaram 812611"
VICT009263,CR007386,Hemang Om,Male,55,Housewife,Serious,Neighbour,"H.No. 35, Ram Ganj, Muzaffarpur-648403"
VICT009264,CR007386,Mitesh Kale,Other,12,Self Employed,None,Friend,"016, Muni Ganj, Motihari-512256"
VICT009265,CR007387,Arin Dhawan,Other,53,Retired,Minor,Friend,"13/071, Wason Zila, Kolhapur-855748"
VICT009266,CR007388,Odika Shetty,Female,10,Driver,Minor,Stranger,"H.No. 22, Purohit Path, Thane-207664"
VICT009267,CR007389,Hamsini Bawa,Other,75,Unemployed,Serious,Stranger,"H.No. 04, Sachdev Road, Sangli-Miraj & Kupwad-932375"
VICT009268,CR007390,Yahvi Suri,Female,15,Self Employed,None,Family,"H.No. 71, Kohli Ganj, Secunderabad-171329"
VICT009269,CR007391,Michael Thaman,Male,35,Business,Minor,Colleague,"258, Saini Ganj, Udupi 711714"
VICT009270,CR007392,Wridesh Bahri,Other,33,Housewife,Minor,Colleague,"45/93, Behl Circle, Latur-759873"
VICT009271,CR007393,Sai Venkatesh,Male,22,Housewife,Serious,Neighbour,"09, Mane, Aurangabad 605796"
VICT009272,CR007394,Arin Magar,Male,35,Unemployed,None,Stranger,"18, Chandra Chowk, Karnal 402822"
VICT009273,CR007395,Jalsa Dara,Female,5,Driver,None,Colleague,"16/155, Lala Road, Bhiwani 158234"
VICT009274,CR007396,Warhi Balan,Female,57,Self Employed,None,Stranger,"293, Brahmbhatt Street, Unnao 955634"
VICT009275,CR007396,Yauvani Sharma,Female,89,Labourer,Minor,Family,"30/82, Basu Path, Sambhal-319694"
VICT009276,CR007397,Timothy Bumb,Other,75,Retired,None,Colleague,"H.No. 51, Cherian Road, Sonipat 359070"
VICT009277,CR007398,Chatura Walla,Other,22,Government Employee,Minor,Friend,"H.No. 055, Loke Zila, Gorakhpur-808609"
VICT009278,CR007399,Hredhaan Bahri,Other,2,Business,Fatal,Unknown,"H.No. 770, Sundaram Chowk, Warangal 751090"
VICT009279,CR007400,Omkaar Mane,Male,53,Farmer,Minor,Colleague,"H.No. 072, Sarna Road, Bellary 288817"
VICT009280,CR007401,Mohammed Dass,Other,17,Government Employee,None,Stranger,"48/72, Misra Road, Amaravati-845424"
VICT009281,CR007402,Ishanvi Mangal,Female,49,Student,Minor,Friend,"H.No. 77, Mannan Nagar, Hazaribagh 743376"
VICT009282,CR007403,Chakradev Oza,Other,4,Retired,Minor,Friend,"H.No. 535, Dewan Circle, Bally-774574"
VICT009283,CR007404,Veda Khosla,Female,75,Business,Serious,Colleague,"H.No. 18, Dhawan Chowk, Raiganj-072982"
VICT009284,CR007404,Logan Sachar,Male,53,Self Employed,None,Neighbour,"H.No. 745, Mittal Ganj, Kumbakonam-030179"
VICT009285,CR007404,Chatura Kar,Male,63,Farmer,None,Family,"30/26, Mody Circle, Katihar 862650"
VICT009286,CR007405,Rushil Chowdhury,Male,86,Farmer,Minor,Unknown,"136, Palan Chowk, Orai-103855"
VICT009287,CR007406,Varenya Nazareth,Female,45,Student,Serious,Stranger,"06/740, Naidu, Jaipur 174581"
VICT009288,CR007407,Nathaniel Pingle,Other,8,Private Employee,Fatal,Unknown,"94/388, Lala Street, Mysore 022163"
VICT009289,CR007408,Chatresh Ganguly,Other,23,Farmer,None,Family,"H.No. 45, Pai Chowk, Jamalpur-447045"
VICT009290,CR007409,Yoshita Dugar,Female,72,Housewife,Serious,Family,"H.No. 105, Pandya Nagar, Vellore-479337"
VICT009291,CR007409,Charan Ranganathan,Male,65,Private Employee,None,Neighbour,"45, Chand Path, North Dumdum-298846"
VICT009292,CR007409,Charan Ramachandran,Male,36,Labourer,Fatal,Stranger,"H.No. 85, Bawa Chowk, Adoni-878613"
VICT009293,CR007410,Netra Bhattacharyya,Female,6,Driver,None,Neighbour,"23, Khanna Road, Nizamabad 998005"
VICT009294,CR007411,Thomas Seth,Male,21,Driver,None,Neighbour,"054, Nayak Chowk, Ajmer 884067"
VICT009295,CR007412,Bina Gade,Female,10,Student,None,Colleague,"58/20, Jain Circle, Hajipur 259704"
VICT009296,CR007413,Krishna Sharaf,Other,29,Farmer,Minor,Colleague,"39/83, Sani Zila, Chinsurah-191591"
VICT009297,CR007414,Lekha Rout,Female,78,Self Employed,Minor,Family,"H.No. 47, Krishna Marg, Ulhasnagar 969534"
VICT009298,CR007415,Aachal Char,Female,48,Self Employed,Minor,Neighbour,"H.No. 51, Iyer, Bidar 439194"
VICT009299,CR007416,Vedant Seth,Other,35,Labourer,Minor,Unknown,"H.No. 687, Wagle, Danapur-344310"
VICT009300,CR007417,Lohit Andra,Other,72,Business,Serious,Colleague,"41/261, Narasimhan Street, Phagwara 879329"
VICT009301,CR007418,Neelima Hora,Female,53,Student,Minor,Neighbour,"94/40, Lanka Street, Giridih 834115"
VICT009302,CR007418,Bahadurjit Vora,Other,47,Unemployed,Minor,Neighbour,"19, Brar Nagar, Kamarhati 333298"
VICT009303,CR007419,Atharv Choudhry,Male,57,Government Employee,None,Unknown,"H.No. 66, Dhar Path, Chandigarh 153232"
VICT009304,CR007419,Balhaar Subramaniam,Male,11,Labourer,Serious,Friend,"29, Zachariah Ganj, Sangli-Miraj & Kupwad-728856"
VICT009305,CR007420,Chandran Pandya,Male,31,Housewife,Serious,Neighbour,"10, Batra, Sambhal 811718"
VICT009306,CR007421,Jatin Varty,Other,74,Farmer,None,Unknown,"14/552, Hari Nagar, Srikakulam-577602"
VICT009307,CR007421,Omaja Ramachandran,Female,52,Business,Serious,Neighbour,"46/96, Gokhale, Durgapur 282889"
VICT009308,CR007422,Chandresh Suresh,Male,31,Farmer,Serious,Friend,"11/11, Grover Zila, Kamarhati 619072"
VICT009309,CR007423,Ishani Bail,Other,70,Farmer,None,Colleague,"58, Prakash, Durg 170192"
VICT009310,CR007424,Maanas Soman,Male,68,Private Employee,Serious,Colleague,"91/866, Loyal Zila, Haridwar 971604"
VICT009311,CR007425,Zansi Sahni,Other,49,Government Employee,Minor,Neighbour,"25/95, Sachdev Circle, Satara-296923"
VICT009312,CR007425,Hitesh Ratta,Male,4,Retired,Serious,Colleague,"H.No. 40, Shah Road, Raichur-153793"
VICT009313,CR007426,Widisha Dey,Other,33,Business,Serious,Colleague,"H.No. 986, Dalal Road, Allahabad-837610"
VICT009314,CR007427,Jagdish Raju,Male,28,Student,None,Colleague,"80/35, Pandit Road, Kochi 788211"
VICT009315,CR007428,Samesh Vasa,Male,11,Government Employee,Serious,Stranger,"55/856, Prabhakar Ganj, Tinsukia 295050"
VICT009316,CR007429,Lila Narain,Female,52,Farmer,Minor,Colleague,"H.No. 10, Gupta, Silchar 049956"
VICT009317,CR007430,Zayan Oak,Male,79,Driver,Minor,Unknown,"H.No. 922, Goswami, Sonipat 213517"
VICT009318,CR007431,Daksh Radhakrishnan,Male,47,Driver,None,Friend,"91/422, Samra Zila, Munger 661231"
VICT009319,CR007432,Janani Agrawal,Female,67,Retired,None,Family,"31, Lala Road, Panchkula 886288"
VICT009320,CR007433,Jason Karpe,Male,18,Government Employee,None,Family,"98/95, Shan Zila, Bhusawal 764873"
VICT009321,CR007434,Shravya Basu,Other,56,Housewife,Minor,Family,"H.No. 46, Sachdev, Yamunanagar 220442"
VICT009322,CR007435,Aarini Choudhary,Female,81,Student,None,Family,"35/23, Bansal Street, Gulbarga 013870"
VICT009323,CR007436,Abdul Chowdhury,Male,38,Government Employee,Minor,Neighbour,"55/421, Sagar, Ranchi-182212"
VICT009324,CR007436,Abhimanyu Dubey,Male,69,Driver,Serious,Friend,"20, Karpe Path, Jehanabad 199268"
VICT009325,CR007436,Rachita Murty,Other,4,Farmer,None,Unknown,"19, Swamy Street, Katni 825110"
VICT009326,CR007437,Eiravati Rastogi,Female,56,Self Employed,Minor,Family,"679, Bera Street, Aligarh 442314"
VICT009327,CR007438,Krishna Khare,Male,82,Housewife,Minor,Neighbour,"77, Kapoor Chowk, Tiruppur-126661"
VICT009328,CR007439,George Bath,Male,24,Housewife,Minor,Colleague,"H.No. 490, Varkey Marg, Bally-758751"
VICT009329,CR007440,Gaurangi Raghavan,Female,76,Retired,None,Neighbour,"43/134, Mital Ganj, Bhusawal 198821"
VICT009330,CR007441,Anvi Gola,Female,57,Private Employee,Minor,Stranger,"964, Bhat Marg, Sangli-Miraj & Kupwad 868679"
VICT009331,CR007442,Kabir Nanda,Male,68,Business,Serious,Stranger,"09, Mishra Ganj, Thane-691162"
VICT009332,CR007442,Daniel Talwar,Male,80,Retired,Minor,Family,"75, Raman Road, Gandhinagar-179624"
VICT009333,CR007443,Jonathan Nayak,Male,70,Business,Minor,Colleague,"H.No. 46, Dasgupta Zila, Gulbarga-782441"
VICT009334,CR007444,Agastya Tiwari,Male,39,Unemployed,Minor,Family,"12, Kadakia Nagar, Hindupur-559283"
VICT009335,CR007445,Urmi Kibe,Other,15,Labourer,None,Neighbour,"782, Taneja Marg, Panihati-870867"
VICT009336,CR007446,Aayush Mallick,Male,37,Driver,Minor,Colleague,"H.No. 251, Ram Ganj, Rampur-461400"
VICT009337,CR007447,Nathan Morar,Other,16,Self Employed,Minor,Stranger,"58, Narayan Zila, Ramagundam-725696"
VICT009338,CR007448,Yachana Dubey,Female,87,Labourer,None,Friend,"H.No. 188, D’Alia Circle, Latur 786954"
VICT009339,CR007449,Reva Bawa,Female,18,Private Employee,Serious,Unknown,"87/82, Palan Chowk, Bharatpur 300654"
VICT009340,CR007450,Aradhana Raghavan,Female,58,Self Employed,Minor,Colleague,"34, Chana Nagar, Nagaon-803498"
VICT009341,CR007450,Jonathan Ganesan,Male,89,Self Employed,Serious,Friend,"08, Mander Path, Allahabad 181433"
VICT009342,CR007451,Harita Prabhakar,Female,69,Government Employee,Minor,Friend,"33, Naidu Nagar, Bharatpur-818295"
VICT009343,CR007452,Lekha Luthra,Female,86,Student,None,Neighbour,"H.No. 33, Chander Nagar, Dharmavaram 943682"
VICT009344,CR007453,Chandran Ravi,Male,26,Business,Minor,Friend,"43/24, Sem Street, Nagercoil-854210"
VICT009345,CR007454,Indira Gara,Female,25,Government Employee,None,Friend,"27/57, Misra Circle, Bettiah 044807"
VICT009346,CR007455,Darsh Golla,Male,59,Private Employee,None,Stranger,"228, Garde Marg, Jorhat-355652"
VICT009347,CR007455,Warinder Kulkarni,Other,30,Driver,Minor,Stranger,"H.No. 00, Iyengar Chowk, Nadiad 853322"
VICT009348,CR007456,Hiral Sampath,Female,4,Private Employee,None,Stranger,"39, Ravi Zila, Darbhanga-368471"
VICT009349,CR007457,Amara Jaggi,Female,5,Self Employed,None,Family,"H.No. 748, Dhillon Circle, Raebareli-288832"
VICT009350,CR007458,Adweta Rattan,Other,4,Driver,None,Neighbour,"36/316, Nazareth Street, Raurkela Industrial Township-481511"
VICT009351,CR007459,Anita Nagar,Female,15,Labourer,Minor,Neighbour,"H.No. 47, Barman Ganj, Bareilly 673421"
VICT009352,CR007460,Anmol Dhingra,Male,47,Unemployed,Serious,Stranger,"551, Bhagat Street, Sri Ganganagar 840697"
VICT009353,CR007461,Oeshi Mitra,Female,88,Self Employed,None,Neighbour,"95/10, Saxena Path, Kakinada 412526"
VICT009354,CR007462,Sarthak Lad,Other,42,Labourer,Minor,Friend,"H.No. 60, Zacharia Circle, Jhansi 617333"
VICT009355,CR007463,Wazir Sood,Male,78,Driver,None,Family,"90/233, Deshpande, Gulbarga-999412"
VICT009356,CR007464,Harrison Dora,Male,58,Business,Minor,Colleague,"20/601, Lanka Path, Adoni 390503"
VICT009357,CR007465,Bhavna Naidu,Female,41,Government Employee,None,Colleague,"719, Sura Path, Kanpur-193301"
VICT009358,CR007466,Leela Ahuja,Female,83,Housewife,None,Stranger,"H.No. 133, Madan Zila, Surendranagar Dudhrej-660988"
VICT009359,CR007466,Chakradhar Shroff,Male,43,Business,Minor,Unknown,"86, Sastry Zila, Nandyal 115418"
VICT009360,CR007467,Balveer Chada,Male,85,Government Employee,None,Unknown,"880, Kara Path, Nadiad 934572"
VICT009361,CR007468,Peter Kara,Male,28,Driver,Minor,Friend,"H.No. 65, Mahajan Nagar, Nangloi Jat-184133"
VICT009362,CR007469,Barkha Deo,Other,75,Labourer,Minor,Unknown,"39, De Zila, Bathinda-863667"
VICT009363,CR007470,Rachita Kar,Female,29,Unemployed,None,Colleague,"970, Bajwa Street, Danapur-120448"
VICT009364,CR007470,Theodore Andra,Other,20,Self Employed,None,Unknown,"H.No. 870, Jha Path, Kolhapur 653528"
VICT009365,CR007471,Hredhaan Oza,Other,68,Unemployed,Minor,Stranger,"H.No. 052, Dar Zila, Thane-894116"
VICT009366,CR007472,Advika Oza,Female,21,Farmer,Minor,Colleague,"06/48, Lala Circle, Khandwa-083100"
VICT009367,CR007473,Falguni Sankaran,Other,16,Student,Minor,Unknown,"H.No. 696, Choudhary Marg, Ranchi-453148"
VICT009368,CR007474,Ishanvi Salvi,Other,31,Housewife,Minor,Family,"H.No. 730, Bhasin, Alappuzha 193952"
VICT009369,CR007475,Imaran Ramakrishnan,Male,67,Self Employed,Minor,Family,"13/592, Borah Circle, Begusarai-544941"
VICT009370,CR007476,Falguni Sharaf,Other,24,Retired,Minor,Friend,"75/54, Gopal, Firozabad 064099"
VICT009371,CR007477,Tripti De,Female,42,Self Employed,Minor,Colleague,"46, Bahl Marg, Aizawl-562464"
VICT009372,CR007478,Samar Chauhan,Other,80,Driver,Minor,Friend,"38/593, Chawla Chowk, Ujjain-784183"
VICT009373,CR007479,Manya Bawa,Female,48,Housewife,Minor,Colleague,"504, Kumer Nagar, Udaipur-782385"
VICT009374,CR007479,Aarnav Kata,Male,14,Business,None,Neighbour,"223, Chokshi Chowk, Bidar 798631"
VICT009375,CR007480,Sai Agrawal,Female,16,Self Employed,None,Unknown,"698, Tandon, Jamnagar 601535"
VICT009376,CR007480,Urvi Pau,Other,30,Government Employee,None,Colleague,"H.No. 24, Maharaj Nagar, Darbhanga 365830"
VICT009377,CR007480,Neel Prabhu,Male,45,Private Employee,None,Unknown,"00, Taneja Ganj, Tadepalligudem 062241"
VICT009378,CR007481,Qarin Naik,Other,4,Business,Minor,Colleague,"120, Dutta Nagar, Kamarhati-729259"
VICT009379,CR007481,Orinder Varghese,Other,7,Government Employee,Minor,Colleague,"27/171, Hegde Marg, Kalyan-Dombivli 158768"
VICT009380,CR007482,Nathan Raj,Other,55,Self Employed,Serious,Stranger,"00, Sandhu Path, Alappuzha-844003"
VICT009381,CR007482,Hiral Muni,Female,84,Unemployed,Serious,Colleague,"72, Khare Road, Bijapur 066798"
VICT009382,CR007483,Ucchal Sule,Female,65,Retired,Serious,Stranger,"H.No. 061, Mann Circle, Bhalswa Jahangir Pur 476359"
VICT009383,CR007484,Brijesh Barad,Male,73,Housewife,None,Neighbour,"H.No. 82, Shukla Zila, Ichalkaranji-370138"
VICT009384,CR007485,Ekta Anne,Female,78,Business,Serious,Neighbour,"682, Gupta Path, Ahmednagar-893065"
VICT009385,CR007486,Ekantika Zachariah,Female,69,Private Employee,None,Stranger,"H.No. 58, Manda Marg, South Dumdum-778226"
VICT009386,CR007486,Idika Badal,Other,49,Business,Minor,Unknown,"23, Minhas Zila, Darbhanga 695003"
VICT009387,CR007486,Anamika Konda,Female,20,Business,None,Colleague,"89/268, Chawla, Madhyamgram 423371"
VICT009388,CR007487,Rudra Nigam,Male,43,Unemployed,Serious,Stranger,"99, Brar, Guntakal 138897"
VICT009389,CR007488,Manbir Issac,Male,5,Private Employee,None,Friend,"37/005, Ramanathan Marg, Chinsurah-286891"
VICT009390,CR007489,Widisha Badal,Female,1,Business,Serious,Friend,"52/56, Keer Zila, Phagwara-587054"
VICT009391,CR007490,Harsh Bakshi,Other,60,Driver,Minor,Family,"04/778, Koshy Nagar, Kishanganj-341203"
VICT009392,CR007490,Hemal Walia,Female,88,Labourer,Minor,Colleague,"51, Walia Road, Morena-998119"
VICT009393,CR007490,Gaurang Shukla,Male,7,Retired,None,Stranger,"265, Misra Street, Khora -510302"
VICT009394,CR007491,Sara Maharaj,Female,90,Government Employee,Fatal,Unknown,"76/12, Shenoy Circle, Etawah 306601"
VICT009395,CR007492,Chakradev Saraf,Male,49,Student,Minor,Stranger,"51, Ganguly Zila, Latur 115627"
VICT009396,CR007493,Devansh Bath,Male,18,Farmer,Serious,Friend,"33/953, Wadhwa Zila, Bhagalpur-788999"
VICT009397,CR007494,Warinder Tiwari,Male,7,Self Employed,Serious,Friend,"H.No. 32, Borah Path, Dehri 703200"
VICT009398,CR007495,Pranav Randhawa,Male,67,Labourer,None,Colleague,"H.No. 831, Subramanian Zila, Raurkela Industrial Township 177426"
VICT009399,CR007496,Amara Taneja,Female,86,Driver,Serious,Colleague,"769, Rastogi Zila, Panvel 963895"
VICT009400,CR007497,Sachi Sarraf,Female,58,Farmer,Minor,Colleague,"218, Boase Nagar, Bokaro 155342"
VICT009401,CR007498,Harrison Raj,Male,44,Government Employee,Serious,Unknown,"76, Ahluwalia Road, Patna-531529"
VICT009402,CR007499,Kabir Baria,Other,69,Student,Serious,Colleague,"001, Parekh Ganj, Kamarhati-622351"
VICT009403,CR007499,Anika Bakshi,Female,26,Labourer,Minor,Colleague,"72/989, Anne Circle, Sonipat-106966"
VICT009404,CR007500,Champak D’Alia,Male,79,Farmer,Minor,Neighbour,"028, Yohannan Road, Kottayam 923052"
VICT009405,CR007501,Riya Dani,Other,16,Government Employee,Serious,Unknown,"H.No. 377, Balasubramanian Path, Serampore-025563"
VICT009406,CR007502,Janani Ramaswamy,Female,73,Student,Minor,Colleague,"832, Bhavsar Road, Nandyal-062279"
VICT009407,CR007502,Owen Sampath,Other,56,Government Employee,Minor,Stranger,"81/18, Pathak Marg, Mumbai-202333"
VICT009408,CR007503,Raagini Pillai,Female,63,Private Employee,Minor,Unknown,"H.No. 68, Samra Circle, Dibrugarh 417048"
VICT009409,CR007504,Umang Bora,Other,50,Unemployed,Serious,Colleague,"H.No. 790, Grover Nagar, Tiruvottiyur 698238"
VICT009410,CR007505,Ranbir Deshmukh,Other,39,Government Employee,None,Neighbour,"H.No. 90, Konda Nagar, Kavali 051436"
VICT009411,CR007505,Kritika Bhatti,Other,77,Labourer,None,Family,"56, Agrawal Zila, Kollam 731495"
VICT009412,CR007506,Tanay Rai,Male,47,Government Employee,Minor,Neighbour,"71, Jani Circle, Mumbai 974321"
VICT009413,CR007506,Yatin Bhat,Other,27,Government Employee,Minor,Friend,"H.No. 29, Chaudhari Street, Panipat 995824"
VICT009414,CR007507,Aarini Samra,Female,52,Private Employee,None,Friend,"76, Bora Circle, Panvel 634737"
VICT009415,CR007507,Yuvraj Khatri,Other,48,Business,Minor,Stranger,"H.No. 945, Nayar Chowk, Sasaram 181072"
VICT009416,CR007508,Baljiwan Krishnan,Other,28,Self Employed,None,Unknown,"804, Pal Street, Nagercoil 545006"
VICT009417,CR007509,Yatan Sen,Male,66,Driver,Fatal,Friend,"H.No. 80, Dash, Pimpri-Chinchwad-733687"
VICT009418,CR007510,Unnati Subramaniam,Female,36,Labourer,Minor,Stranger,"81, Sethi Marg, Chandigarh-174656"
VICT009419,CR007510,George Bose,Male,3,Private Employee,None,Colleague,"H.No. 553, Verma, Pali 417003"
VICT009420,CR007510,Neha Wason,Female,7,Labourer,Minor,Friend,"48, Sanghvi Zila, Malegaon 125431"
VICT009421,CR007511,Udant Shenoy,Male,75,Business,Serious,Stranger,"H.No. 52, Dayal, Yamunanagar 517935"
VICT009422,CR007512,Ishani Sathe,Other,62,Unemployed,Minor,Neighbour,"05, Barad Nagar, Ratlam 382507"
VICT009423,CR007513,Dhruv Sheth,Other,9,Student,None,Stranger,"H.No. 565, Varty Street, Chittoor 481790"
VICT009424,CR007514,Priya Jayaraman,Female,57,Private Employee,Serious,Colleague,"92, Dugar Marg, Vijayawada-137062"
VICT009425,CR007515,Tejas Rout,Other,16,Driver,Fatal,Neighbour,"H.No. 520, Loyal, Mango 261687"
VICT009426,CR007516,Vedhika Grover,Other,44,Driver,None,Stranger,"H.No. 286, Krish Zila, Haldia-080650"
VICT009427,CR007516,Anmol Nanda,Male,24,Housewife,Minor,Family,"52/33, Varma Zila, Bhopal 612131"
VICT009428,CR007517,Daksha Seth,Female,65,Farmer,None,Family,"88/93, Ramanathan Nagar, Mau 479905"
VICT009429,CR007518,Aryan Agrawal,Male,16,Self Employed,Fatal,Friend,"29/785, Pal Nagar, Kollam 950621"
VICT009430,CR007519,Karan Chanda,Male,33,Housewife,Minor,Stranger,"53/041, Sagar Chowk, Serampore-420280"
VICT009431,CR007520,Guneet Vig,Other,1,Housewife,Fatal,Stranger,"70, Borra Marg, Davanagere-669217"
VICT009432,CR007521,Brijesh Comar,Male,86,Driver,Serious,Friend,"62/72, Amble Zila, Thoothukudi 099489"
VICT009433,CR007522,Gaurangi Thaman,Female,15,Farmer,None,Colleague,"246, Chakraborty Path, Sangli-Miraj & Kupwad-658156"
VICT009434,CR007523,Tanish Anand,Other,88,Business,Minor,Neighbour,"H.No. 35, Sengupta Circle, Serampore 921832"
VICT009435,CR007524,Wakeeta Kanda,Female,34,Student,None,Friend,"H.No. 76, Bahl Marg, Machilipatnam 850108"
VICT009436,CR007524,Ayushman Raju,Male,39,Business,None,Family,"11/718, Ratta Chowk, Sagar 304896"
VICT009437,CR007525,Reva Dave,Female,35,Student,Serious,Family,"H.No. 19, Keer Marg, Karnal-311456"
VICT009438,CR007525,Wahab Gokhale,Male,26,Student,None,Friend,"97, Sundaram Zila, Gwalior 400033"
VICT009439,CR007526,Ayaan Bhalla,Male,23,Student,Minor,Neighbour,"H.No. 45, Mitter Marg, Avadi-526174"
VICT009440,CR007527,Zaitra Chadha,Female,48,Government Employee,Serious,Family,"156, Ghosh Chowk, Bhubaneswar 353954"
VICT009441,CR007527,Nicholas Dua,Other,55,Private Employee,Minor,Family,"H.No. 31, Yogi Circle, Jehanabad-447140"
VICT009442,CR007527,Harita Kota,Female,80,Self Employed,Fatal,Family,"69/84, Murty Circle, Srinagar 101139"
VICT009443,CR007528,Yauvani Krishnan,Female,77,Housewife,Minor,Family,"999, Zacharia Road, Anantapur-102717"
VICT009444,CR007529,Pranit Cheema,Male,24,Self Employed,None,Family,"H.No. 414, Upadhyay Street, Durg-205775"
VICT009445,CR007530,Vasana Rai,Female,56,Self Employed,None,Family,"89/249, Tata Circle, Bhind 086859"
VICT009446,CR007531,Sneha Sibal,Female,15,Housewife,None,Colleague,"H.No. 24, Muni Path, Aizawl-300845"
VICT009447,CR007532,Samesh Lata,Male,71,Housewife,Minor,Neighbour,"20/27, Prashad Circle, Hajipur 944802"
VICT009448,CR007533,Arjun Johal,Male,30,Housewife,Fatal,Neighbour,"53/647, Rajan Street, Purnia 303237"
VICT009449,CR007534,Eshana Ganesan,Female,40,Housewife,Minor,Stranger,"73, Dyal, Chandigarh-288551"
VICT009450,CR007535,Ekalinga Raghavan,Other,38,Private Employee,Minor,Neighbour,"87/590, Joshi, Bidhannagar 835325"
VICT009451,CR007535,Indali Ghose,Female,25,Private Employee,None,Colleague,"320, Prashad Path, Bahraich-421349"
VICT009452,CR007535,Baljiwan Oza,Other,76,Government Employee,None,Unknown,"67/15, Soman Chowk, Bokaro-446760"
VICT009453,CR007536,Ati Kulkarni,Female,51,Business,Minor,Family,"H.No. 12, Ratta Street, Tinsukia 123649"
VICT009454,CR007537,Ishanvi Shan,Female,43,Government Employee,Minor,Friend,"02/14, Pai Chowk, Ghaziabad-909006"
VICT009455,CR007538,Jackson Mitter,Other,51,Government Employee,None,Neighbour,"36/915, Raju Circle, Jehanabad-088435"
VICT009456,CR007538,Yashvi Hora,Female,39,Self Employed,Minor,Colleague,"99/20, Pandya Chowk, Korba 791678"
VICT009457,CR007539,Faras Mammen,Male,12,Housewife,Serious,Stranger,"402, Pandey Circle, Mau 090639"
